Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,P5_109,P5_152,P8_139,P8_229,P8_241,P8_250,P8_72,P9_191,P9_2,P9_31,P9_32,P9_35,P9_87,PS92,pcl1606,sbw25,xl272
group_11510,,hypothetical protein,2,2,1.0,1,13004,,,,309,309,309.0,,,,,,,,,,,,,,FNPKGJ_00830,,15_refound_64799,
group_11508,,Addiction module antitoxin,2,2,1.0,1,13002,,,,309,309,309.0,,,,,,,,,,,KAGCPN_19625,NDMAAC_19635,,,,,
group_11507,,ABM domain-containing protein,2,2,1.0,1,13001,,,,309,309,309.0,,,,,,,,,,,KAGCPN_19515,NDMAAC_19525,,,,,
group_11502,,Restriction alleviation protein Lar,2,2,1.0,1,12996,,,,309,309,309.0,,,,,,,,,GGGPIC_16640,,,,,,,15_refound_64235,
group_11469,,hypothetical protein,2,2,1.0,1,12959,,,,312,312,312.0,,HMDFDK_05795,,,4_refound_17051,,,,,,,,,,,,
group_11462,,Phage tail assembly protein,2,2,1.0,1,12950,,,,315,315,315.0,,,,,,,,,,KLDNLM_17145,,,,,OFJEOJ_21245,,
group_11452,,hypothetical protein,2,2,1.0,1,12940,,,,315,315,315.0,,,,,,NFOGGK_12875,,,,,,,12_refound_50623,,,,
group_11449,,hypothetical protein,2,2,1.0,1,12937,,,,315,315,315.0,,HMDFDK_05620,,,4_refound_17045,,,,,,,,,,,,
group_11447,,Outer membrane lipoprotein-sorting protein,2,2,1.0,1,12933,,,,1365,1365,1365.0,AEKEPN_11605,HMDFDK_26400,,,,,,,,,,,,,,,
group_11426,,hypothetical protein,2,2,1.0,1,12911,,,,318,318,318.0,,,,,NDFCFG_12175,,,,,,,,,13_refound_55112,,,
group_11418,,Cytochrome C oxidase subunit IV,2,2,1.0,1,12902,,,,318,318,318.0,AEKEPN_15440,,,,,,,,,KLDNLM_08270,,,,,,,
group_11416,,potassium transporter,2,2,1.0,1,12900,,,,1368,1368,1368.0,,,,,,,,,,,,,,FNPKGJ_11420,,OGPOLJ_11690,
group_11411,,hypothetical protein,2,2,1.0,1,12894,,,,321,321,321.0,,,,,,,,,,KLDNLM_17320,,,,,OFJEOJ_21105,,
group_11409,,hypothetical protein,2,2,1.0,1,12892,,,,321,321,321.0,,,,,4_refound_19025,,,,,,,,,,OFJEOJ_10160,,
group_11382,,hypothetical protein,2,2,1.0,1,12865,,,,324,324,324.0,,,,,4_refound_19179,,,,,,,,,,,OGPOLJ_14085,
group_11379,,Transposase,2,2,1.0,1,12861,,,,324,324,324.0,,,,,,,,,,,,,,FNPKGJ_08400,,OGPOLJ_26580,
group_11368,,hypothetical protein,2,2,1.0,1,12850,,,,324,324,324.0,,1_refound_5572,,,,,,CJMOAC_20655,,,,,,,,,
group_11348,,hypothetical protein,2,2,1.0,1,12827,,,,327,327,327.0,0_refound_967,,,,NDFCFG_28450,,,,,,,,,,,,
group_11327,,hypothetical protein,2,2,1.0,1,12806,,,,330,330,330.0,,,,,,,,,,,,,,FNPKGJ_20230,,OGPOLJ_09665,
group_11315,,hypothetical protein,2,2,1.0,1,12794,,,,330,330,330.0,,,,,NDFCFG_12125,,,,,,,,,,,15_refound_63425,
group_11314,,Antibiotic biosynthesis monooxygenase,2,2,1.0,1,12793,,,,330,330,330.0,,,,,NDFCFG_25085,,,,,,,,,,,,16_refound_67446
group_11300,,PilZ domain-containing protein,2,2,1.0,1,12776,,,,333,333,333.0,0_refound_2966,,,,,,,,,,,,,,,,MOKLEP_10930
group_11299,,Putative transposase,2,2,1.0,1,12775,,,,333,333,333.0,,,,,,,,,,,,,,FNPKGJ_20360,,OGPOLJ_09500,
group_11298,,Membrane protein,2,2,1.0,1,12774,,,,333,333,333.0,,,,,,,,,,9_refound_39818,,,,,OFJEOJ_21205,,
group_11294,,Nucleoid-structuring protein H-NS,2,2,1.0,1,12770,,,,333,333,333.0,,,,,,,,,,,KAGCPN_28190,NDMAAC_28190,,,,,
group_11293,,Addiction module killer protein,2,2,1.0,1,12769,,,,333,333,333.0,,,,,,,,,,,KAGCPN_18060,NDMAAC_18060,,,,,
group_11289,,3-oxoacyl-ACP reductase,2,2,1.0,1,12765,,,,834,834,834.0,AEKEPN_19090,,,,NDFCFG_14085,,,,,,,,,,,,
group_11287,,dehydratase,2,2,1.0,1,12763,,,,417,417,417.0,AEKEPN_19085,,,,NDFCFG_14090,,,,,,,,,,,,
group_11278,,MaoC family dehydratase,2,2,1.0,1,12754,,,,441,441,441.0,AEKEPN_19080,,,,NDFCFG_14095,,,,,,,,,,,,
group_11276,,long-chain fatty acid--CoA ligase,2,2,1.0,1,12751,,,,1569,1569,1569.0,AEKEPN_19050,,,,NDFCFG_14120,,,,,,,,,,,,
group_11272,,Acyl-CoA dehydrogenase,2,2,1.0,1,12746,,,,1149,1149,1149.0,AEKEPN_19040,,,,NDFCFG_14130,,,,,,,,,,,,
group_11270,,3-methyladenine DNA glycosylase,2,2,1.0,1,12744,,,,336,336,336.0,,,,,,,,,8_refound_35729,,,,,,,OGPOLJ_14270,
group_11269,,conjugal transfer protein,2,2,1.0,1,12743,,,,336,336,336.0,,,,,,,,,,,,,,13_refound_56689,,OGPOLJ_09740,
group_11267,,Chorismate mutase,2,2,1.0,1,12741,,,,336,336,336.0,,,,,,,,,,,,,,FNPKGJ_09545,,OGPOLJ_08905,
group_11266,tnpB,IS66 family insertion sequence element accessory protein TnpB,2,2,1.0,1,12740,,,,336,336,336.0,,,,,,,,,,,,,,FNPKGJ_08405,,OGPOLJ_26585,
group_11265,,lipid-transfer protein,2,2,1.0,1,12739,,,,1209,1209,1209.0,AEKEPN_19035,,,,NDFCFG_14135,,,,,,,,,,,,
group_11258,,DUF1302 domain-containing protein,2,2,1.0,1,12732,,,,1833,1833,1833.0,AEKEPN_19030,,,,NDFCFG_14140,,,,,,,,,,,,
group_11251,,phage holin lambda family,2,2,1.0,1,12724,,,,336,336,336.0,,HMDFDK_05615,,,NDFCFG_12190,,,,,,,,,,,,
group_11232,,LamB/YcsF family,2,2,1.0,1,12704,,,,774,774,774.0,,,,,,,,,,,,,,FNPKGJ_19080,,OGPOLJ_20040,
group_11219,,hypothetical protein,2,2,1.0,1,12689,,,,342,342,342.0,0_refound_1757,,,,,,,,GGGPIC_19220,,,,,,,,
group_11215,,hypothetical protein,2,2,1.0,1,12685,,,,342,342,342.0,,,,,,,DILMCD_20495,,,,,,CELEIN_12535,,,,
group_11208,,MFS transporter,2,2,1.0,1,12678,,,,1344,1344,1344.0,AEKEPN_18675,HMDFDK_03615,,,,,,,,,,,,,,,
group_11207,proW,glycine betaine/L-proline ABC transporter permease ProW,2,2,1.0,1,12677,,,,954,954,954.0,,,,,,,,,,,KAGCPN_18800,NDMAAC_18795,,,,,
group_11206,,(2Fe-2S)-binding protein,2,2,1.0,1,12676,,,,342,342,342.0,AEKEPN_11455,HMDFDK_05130,,,,,,,,,,,,,,,
group_11191,,Hydroxylaminobenzene mutase,2,2,1.0,1,12659,,,,345,345,345.0,,1_refound_5627,,,,,,CJMOAC_25180,,,,,,,,,
group_11188,,hypothetical protein,2,2,1.0,1,12656,,,,345,345,345.0,,,,,NDFCFG_12225,,,,,,,,CELEIN_19545,,,,
group_11185,,hypothetical protein,2,2,1.0,1,12653,,,,345,345,345.0,,HMDFDK_05200,,,4_refound_17035,,,,,,,,,,,,
group_11182,,cupin,2,2,1.0,1,12648,,,,345,345,345.0,AEKEPN_12995,,,,NDFCFG_17845,,,,,,,,,,,,
group_11175,,hypothetical protein,2,2,1.0,1,12641,,,,348,348,348.0,,,,,,,,,,,,,,FNPKGJ_26770,14_refound_60763,,
group_11171,,hypothetical protein,2,2,1.0,1,12637,,,,348,348,348.0,,,,,,,,,,,KAGCPN_15275,NDMAAC_15270,,,,,
group_11170,,hypothetical protein,2,2,1.0,1,12636,,,,348,348,348.0,,,,,,,,,,,KAGCPN_12030,NDMAAC_12025,,,,,
group_11165,,YceK/YidQ family lipoprotein,2,2,1.0,1,12630,,,,348,348,348.0,,,,,,,,CJMOAC_12430,,9_refound_38730,,,,,,,
group_11140,,hypothetical protein,2,2,1.0,1,12604,,,,351,351,351.0,,,,,,,,,,KLDNLM_17155,,,,,14_refound_60259,,
group_11121,,hypothetical protein,2,2,1.0,1,12581,,,,354,354,354.0,,,,,,,,,,,,,12_refound_52501,,OFJEOJ_17395,,
group_11113,,hypothetical protein,2,2,1.0,1,12573,,,,354,354,354.0,,,,,,,,,GGGPIC_16730,,,,,,,15_refound_64238,
group_11107,,integrating conjugative element protein,2,2,1.0,1,12567,,,,1383,1383,1383.0,,,,,,,,,,,,,,FNPKGJ_20215,,OGPOLJ_09680,
group_11098,,hypothetical protein,2,2,1.0,1,12558,,,,354,354,354.0,AEKEPN_22280,1_refound_4494,,,,,,,,,,,,,,,
group_11087,,hypothetical protein,2,2,1.0,1,12547,,,,357,357,357.0,,,,,,,,,,,KAGCPN_19510,NDMAAC_19520,,,,,
group_11086,,hypothetical protein,2,2,1.0,1,12546,,,,357,357,357.0,,,,,,,,,8_refound_34872,KLDNLM_05380,,,,,,,
group_11078,,hypothetical protein,2,2,1.0,1,12538,,,,357,357,357.0,,,,,NDFCFG_19615,,,,,9_refound_38376,,,,,,,
group_11066,,hypothetical protein,2,2,1.0,1,12526,,,,357,357,357.0,0_refound_122,HMDFDK_05330,,,,,,,,,,,,,,,
group_11053,,hypothetical protein,2,2,1.0,1,12509,,,,360,360,360.0,,,,,,,6_refound_27205,,,,,,,FNPKGJ_01740,,,
group_11043,,hypothetical protein,2,2,1.0,1,12498,,,,360,360,360.0,,1_refound_5628,,,,,,CJMOAC_25190,,,,,,,,,
group_11041,,hypothetical protein,2,2,1.0,1,12496,,,,360,360,360.0,,1_refound_5505,,,,,,CJMOAC_14890,,,,,,,,,
group_11021,,hypothetical protein,2,2,1.0,1,12476,,,,363,363,363.0,,,,,,,DILMCD_19720,,,,,,12_refound_51012,,,,
group_11019,,response regulator,2,2,1.0,1,12474,,,,363,363,363.0,,,,,,,DILMCD_18065,,,,,,CELEIN_14870,,,,
group_11018,,metal-binding protein,2,2,1.0,1,12473,,,,363,363,363.0,,,,,,,DILMCD_17805,,,,,,CELEIN_15165,,,,
group_10992,,Capsular biosynthesis protein;capsule biosynthesis protein,2,2,1.0,1,12447,,,,1428,2127,1777.5,,HMDFDK_24905,,,NDFCFG_09105,,,,,,,,,,,,
group_10976,,hypothetical protein,2,2,1.0,1,12429,,,,366,366,366.0,AEKEPN_10550,1_refound_4207,,,,,,,,,,,,,,,
group_10970,,5-carboxymethyl-2-hydroxymuconate isomerase,2,2,1.0,1,12422,,,,369,369,369.0,,,,,,,,,,,,,,FNPKGJ_11200,,OGPOLJ_11460,
group_10959,,antibiotic biosynthesis monooxygenase,2,2,1.0,1,12411,,,,369,369,369.0,,1_refound_5691,,,,,,,,,,,,,OFJEOJ_16765,,
group_10947,,cupin,2,2,1.0,1,12397,,,,369,369,369.0,AEKEPN_12990,,,,NDFCFG_17850,,,,,,,,,,,,
group_10945,,site-specific integrase,2,2,1.0,1,12395,,,,1392,1392,1392.0,,,,,,,,,,,,,,FNPKGJ_19610,,15_refound_64837,
group_10930,,Phthalate dioxygenase reductase,2,2,1.0,1,12380,,,,954,954,954.0,AEKEPN_19430,,,,NDFCFG_17970,,,,,,,,,,,,
group_10929,,TIGR03745 family integrating conjugative element membrane protein,2,2,1.0,1,12379,,,,372,372,372.0,,,,,,,,,,,,,,FNPKGJ_20170,,OGPOLJ_09730,
group_10925,,hypothetical protein,2,2,1.0,1,12375,,,,372,372,372.0,,,,,,,,,,,,,CELEIN_19605,,,,16_refound_68057
group_10917,,Chemotaxis protein,2,2,1.0,1,12367,,,,372,372,372.0,,,,,,,,,GGGPIC_16620,,,,,,,OGPOLJ_14275,
group_10913,,CHAP domain-containing protein,2,2,1.0,1,12363,,,,372,372,372.0,,,,,,,,CJMOAC_04510,,,,,,,14_refound_59543,,
group_10903,,Protein IacB,2,2,1.0,1,12352,,,,372,372,372.0,AEKEPN_19460,,,,NDFCFG_18000,,,,,,,,,,,,
group_10895,,hypothetical protein,2,2,1.0,1,12341,,,,375,375,375.0,,,,,,,,,,,,,12_refound_52534,,OFJEOJ_20165,,
group_10892,,hypothetical protein,2,2,1.0,1,12338,,,,375,375,375.0,,,,,4_refound_18937,,,,,,,,,FNPKGJ_20705,,,
group_10888,,EscI/YscI/HrpB family type III secretion system inner rod protein,2,2,1.0,1,12334,,,,375,375,375.0,,,,,,,,,,,KAGCPN_28170,NDMAAC_28170,,,,,
group_10880,,hypothetical protein,2,2,1.0,1,12326,,,,375,375,375.0,,,,,,,,CJMOAC_13425,,,,,,,,15_refound_63875,
group_10863,,transcriptional regulator,2,2,1.0,1,12308,,,,378,378,378.0,,,,,,,,,,,KAGCPN_28215,NDMAAC_28215,,,,,
group_10862,,hypothetical protein,2,2,1.0,1,12307,,,,378,378,378.0,,,,,,,,,,,KAGCPN_17900,NDMAAC_17900,,,,,
group_10859,,Baseplate protein,2,2,1.0,1,12304,,,,378,378,378.0,,,,,,,,,,KLDNLM_17105,,,,,OFJEOJ_21275,,
group_10839,,2-iminobutanoate/2-iminopropanoate deaminase,2,2,1.0,1,12284,,,,381,381,381.0,,,,,,,,,,,,,,FNPKGJ_13490,,OGPOLJ_13910,
group_10808,,response regulator,2,2,1.0,1,12251,,,,384,384,384.0,,,,,,,,,,,,,,FNPKGJ_14715,,OGPOLJ_15620,
group_10802,,TraU protein,2,2,1.0,1,12245,,,,957,957,957.0,,,,,,,,,,,,,,FNPKGJ_20210,,OGPOLJ_09685,
group_10783,,hypothetical protein,2,2,1.0,1,12226,,,,387,387,387.0,0_refound_2697,,,,,,,,,,,,,,OFJEOJ_28610,,
group_10778,,Putative exported protein,2,2,1.0,1,12221,,,,387,387,387.0,,,,,,,,,,,,,,FNPKGJ_18160,,OGPOLJ_19120,
group_10769,,hypothetical protein,2,2,1.0,1,12212,,,,387,387,387.0,,,,,,,,,GGGPIC_16610,,,,,,,15_refound_64233,
group_10763,,Transcriptional regulator,2,2,1.0,1,12206,,,,387,387,387.0,,,,,,NFOGGK_28895,,,,,,,,,,,MOKLEP_15210
group_10760,,hypothetical protein,2,2,1.0,1,12203,,,,387,387,387.0,0_refound_855,,,,NDFCFG_16445,,,,,,,,,,,,
group_10759,,hypothetical protein,2,2,1.0,1,12202,,,,387,387,387.0,,,,,NDFCFG_12180,,,,,,,,,FNPKGJ_20665,,,
group_10743,,hypothetical protein,2,2,1.0,1,12184,,,,390,390,390.0,,,,,,,,,,,KAGCPN_12025,NDMAAC_12020,,,,,
group_10733,,hypothetical protein,2,2,1.0,1,12173,,,,1401,1401,1401.0,,HMDFDK_24960,,,,,,,,9_refound_37964,,,,,,,
group_10724,,NAD(P)-dependent oxidoreductase,2,2,1.0,1,12164,,,,774,774,774.0,,,,,NDFCFG_09985,,,,,,,,,,,,MOKLEP_01545
group_10720,,Lipoyl-binding domain-containing protein,2,2,1.0,1,12160,,,,393,393,393.0,,,,,,,,,,,,,,FNPKGJ_19085,,OGPOLJ_20045,
group_10708,,hypothetical protein,2,2,1.0,1,12148,,,,393,393,393.0,,,,,,,DILMCD_20475,,,,,,12_refound_51021,,,,
group_10706,,RidA family protein,2,2,1.0,1,12144,,,,393,393,393.0,AEKEPN_22555,,,,,,,,,9_refound_37641,,,,,,,
group_10703,,hypothetical protein,2,2,1.0,1,12141,,,,396,396,396.0,,,,,,,,,,,,,12_refound_53032,,,,MOKLEP_18490
group_10692,,SMI1/KNR4 family protein,2,2,1.0,1,12130,,,,396,396,396.0,,,,,,,,,,,,,,FNPKGJ_00775,,15_refound_64794,
group_10688,,hypothetical protein,2,2,1.0,1,12126,,,,396,396,396.0,,,,,,,,7_refound_30859,,KLDNLM_24165,,,,,,,
group_10662,topB,DNA topoisomerase III,2,2,1.0,1,12099,,,,1974,1974,1974.0,,,,,,,,,,,,,,FNPKGJ_19960,,OGPOLJ_09920,
group_10656,,hypothetical protein,2,2,1.0,1,12093,,,,399,399,399.0,,,,,,,,7_refound_31589,,,,,,,OFJEOJ_24830,,
group_10638,,Imm50 family immunity protein,2,2,1.0,1,12074,,,,402,402,402.0,,,,,,,,,,,,,,13_refound_56680,,OGPOLJ_08470,
group_10634,,extradiol dioxygenase,2,2,1.0,1,12070,,,,402,402,402.0,,,,,,,,,,,,,,FNPKGJ_21320,,OGPOLJ_21195,
group_10630,,hypothetical protein,2,2,1.0,1,12066,,,,402,402,402.0,,,,,,,,,,,,,,FNPKGJ_11075,,OGPOLJ_11335,
group_10625,,hypothetical protein,2,2,1.0,1,12061,,,,402,402,402.0,,,,,,,,,,,KAGCPN_04935,NDMAAC_04930,,,,,
group_10600,,hypothetical protein,2,2,1.0,1,12035,,,,405,405,405.0,,,,,,,,,,,,,,FNPKGJ_15920,,OGPOLJ_16905,
group_10598,,DUF6463 domain-containing protein,2,2,1.0,1,12033,,,,405,405,405.0,,,,,,,,,,,KAGCPN_24735,NDMAAC_24745,,,,,
group_10592,,hypothetical protein,2,2,1.0,1,12027,,,,405,405,405.0,,,,,,,,,,,KAGCPN_13750,NDMAAC_13745,,,,,
group_10573,,hypothetical protein,2,2,1.0,1,12008,,,,405,405,405.0,AEKEPN_18665,1_refound_4408,,,,,,,,,,,,,,,
group_10571,,hypothetical protein,2,2,1.0,1,12006,,,,405,405,405.0,AEKEPN_15515,,,,NDFCFG_16435,,,,,,,,,,,,
group_10558,,DUF3742 domain-containing protein,2,2,1.0,1,11990,,,,408,408,408.0,,,,,,,,,,,,,,FNPKGJ_20225,,15_refound_64841,
group_10555,,GtrA family protein,2,2,1.0,1,11987,,,,408,408,408.0,,,,,,,,,,,KAGCPN_18985,NDMAAC_18995,,,,,
group_10547,,PIN-10 domain-containing protein,2,2,1.0,1,11978,,,,408,408,408.0,,,,,,,,,,KLDNLM_05310,,,,FNPKGJ_20410,,,
group_10546,,hypothetical protein,2,2,1.0,1,11977,,,,408,408,408.0,,,,,,,,,8_refound_34859,KLDNLM_02085,,,,,,,
group_10544,,glycosyl transferase family 1,2,2,1.0,1,11975,,,,1284,1284,1284.0,AEKEPN_12955,,,,NDFCFG_17885,,,,,,,,,,,,
group_10522,,Resolvase/invertase-type recombinase catalytic domain-containing protein,2,2,1.0,1,11952,,,,411,411,411.0,,,,,,,,,,,,,,FNPKGJ_01150,,OGPOLJ_01135,
group_10510,,hypothetical protein,2,2,1.0,1,11940,,,,411,411,411.0,,,,,,,,CJMOAC_28395,8_refound_34804,,,,,,,,
group_10508,,DUF6124 domain-containing protein,2,2,1.0,1,11938,,,,348,348,348.0,,,,,,,,,,,KAGCPN_04920,NDMAAC_04915,,,,,
group_10494,,hypothetical protein,2,2,1.0,1,11923,,,,414,414,414.0,,,,,,,,,,9_refound_39820,,,,,OFJEOJ_21240,,
group_10488,,Conjugal transfer protein,2,2,1.0,1,11917,,,,414,414,414.0,,,,,,,,,,,,,,FNPKGJ_20175,,OGPOLJ_09725,
group_10485,,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,2,2,1.0,1,11914,,,,414,414,414.0,,,,,,,6_refound_27347,,,,,,,FNPKGJ_19105,,,
group_10480,,hypothetical protein,2,2,1.0,1,11909,,,,414,414,414.0,,,,,,,,,,KLDNLM_17270,,,,,14_refound_60263,,
group_10453,,Conjugal transfer protein,2,2,1.0,1,11880,,,,417,417,417.0,,,,,,,,,,,,,,FNPKGJ_20195,,OGPOLJ_09705,
group_10430,,Putative membrane protein,2,2,1.0,1,11856,,,,420,420,420.0,,,,,,,,,,,,,,13_refound_56720,,OGPOLJ_16925,
group_10427,,hypothetical protein,2,2,1.0,1,11853,,,,420,420,420.0,,,,,,,,,,,,,CELEIN_19650,,,15_refound_64768,
group_10416,,acyl dehydratase,2,2,1.0,1,11841,,,,420,420,420.0,,,,,NDFCFG_09750,,,,,,,,,,,,MOKLEP_01615
group_10398,,Enamine/imine deaminase,2,2,1.0,1,11822,,,,423,423,423.0,,,,,,,,,,,,,,FNPKGJ_14435,,OGPOLJ_15340,
group_10370,,HTH cro/C1-type domain-containing protein,2,2,1.0,1,11793,,,,426,426,426.0,,,,,,,,,8_refound_35463,,,,,FNPKGJ_20720,,,
group_10363,,ion transporter,2,2,1.0,1,11786,,,,426,426,426.0,,,,,,,,,,KLDNLM_11935,,,,,,,16_refound_67878
group_10351,,Phage tail protein,2,2,1.0,1,11774,,,,1425,1425,1425.0,,,,,,,,,,KLDNLM_17165,,,,,OFJEOJ_21225,,
group_10349,,Transcriptional regulator,2,2,1.0,1,11772,,,,426,426,426.0,AEKEPN_06755,,,,NDFCFG_07350,,,,,,,,,,,,
group_10331,,hypothetical protein,2,2,1.0,1,11753,,,,429,429,429.0,,,,,,,,,GGGPIC_26160,,,,,13_refound_55993,,,
group_10322,phnX,phosphonoacetaldehyde hydrolase,2,2,1.0,1,11744,,,,828,828,828.0,,HMDFDK_03620,,,,,,,,,,,,,,,16_refound_68408
group_10317,,phage holin family protein,2,2,1.0,1,11739,,,,429,429,429.0,,,,,NDFCFG_11605,,,,,,,,,,,,MOKLEP_17365
group_10296,,hypothetical protein,2,2,1.0,1,11715,,,,432,432,432.0,,,,,,,,,,,,,12_refound_52290,FNPKGJ_15935,,,
group_10295,,thioesterase,2,2,1.0,1,11714,,,,432,432,432.0,,,,,,,,,,,,,,FNPKGJ_15020,,OGPOLJ_15945,
group_10292,,Methylamine dehydrogenase light chain,2,2,1.0,1,11711,,,,522,522,522.0,AEKEPN_11640,HMDFDK_26435,,,,,,,,,,,,,,,
group_10290,,Polyketide cyclase / dehydrase and lipid transport,2,2,1.0,1,11709,,,,432,432,432.0,,,,,,,,,,,KAGCPN_24715,NDMAAC_24725,,,,,
group_10289,,reactive intermediate/imine deaminase,2,2,1.0,1,11708,,,,432,432,432.0,,,,,,,,,,,KAGCPN_24295,NDMAAC_24305,,,,,
group_10281,,hypothetical protein,2,2,1.0,1,11699,,,,432,432,432.0,,1_refound_5450,,,,,,CJMOAC_12815,,,,,,,,,
group_10269,,hypothetical protein,2,2,1.0,1,11687,,,,432,432,432.0,,HMDFDK_08995,,,,,DILMCD_11245,,,,,,,,,,
group_10264,,nitronate monooxygenase,2,2,1.0,1,11680,,,,978,978,978.0,AEKEPN_11475,HMDFDK_05110,,,,,,,,,,,,,,,
group_10259,,cupin domain-containing protein,2,2,1.0,1,11675,,,,435,435,435.0,,,,,,,,,,,,,,,14_refound_60857,,MOKLEP_01345
group_10258,,DUF1320 domain-containing protein,2,2,1.0,1,11674,,,,435,435,435.0,,,,,,,,,,KLDNLM_17180,,,,,OFJEOJ_21210,,
group_10257,mhpD,2-keto-4-pentenoate hydratase,2,2,1.0,1,11673,,,,795,795,795.0,AEKEPN_11480,HMDFDK_05105,,,,,,,,,,,,,,,
group_10252,,hypothetical protein,2,2,1.0,1,11668,,,,435,435,435.0,,,,,,,,,,,KAGCPN_19575,NDMAAC_19585,,,,,
group_10245,,acetaldehyde dehydrogenase (acetylating),2,2,1.0,1,11661,,,,942,942,942.0,AEKEPN_11490,HMDFDK_05095,,,,,,,,,,,,,,,
group_10236,dmpG,4-hydroxy-2-oxovalerate aldolase,2,2,1.0,1,11652,,,,1035,1035,1035.0,AEKEPN_11495,HMDFDK_05090,,,,,,,,,,,,,,,
group_10227,,nuclear transport factor 2 family protein,2,2,1.0,1,11643,,,,435,435,435.0,AEKEPN_21595,HMDFDK_06855,,,,,,,,,,,,,,,
group_10221,,hypothetical protein,2,2,1.0,1,11637,,,,1431,1431,1431.0,,,,,NDFCFG_22495,,,7_refound_30149,,,,,,,,,
group_10216,,UPF0310 protein B0E42_28660,2,2,1.0,1,11632,,,,438,438,438.0,,,,,,,,,,,KAGCPN_24710,NDMAAC_24720,,,,,
group_10215,,DUF1851 domain-containing protein,2,2,1.0,1,11631,,,,438,438,438.0,,,,,,,,,,,KAGCPN_20530,NDMAAC_20540,,,,,
group_10214,,phosphate ABC transporter substrate-binding protein,2,2,1.0,1,11630,,,,438,438,438.0,,,,,,,,,,,KAGCPN_12945,NDMAAC_12940,,,,,
group_10213,,hypothetical protein,2,2,1.0,1,11629,,,,438,438,438.0,,,,,,,,,,,KAGCPN_12035,NDMAAC_12030,,,,,
group_10212,,hypothetical protein,2,2,1.0,1,11628,,,,438,438,438.0,,,,,,,,,,,KAGCPN_04905,NDMAAC_04900,,,,,
group_10211,,hypothetical protein,2,2,1.0,1,11627,,,,438,438,438.0,,,,,,,,,,,KAGCPN_01395,NDMAAC_01390,,,,,
group_10198,,N-acetyltransferase,2,2,1.0,1,11613,,,,438,438,438.0,AEKEPN_12870,,,,4_refound_16652,,,,,,,,,,,,
group_10184,,formimidoyl fortimicin A synthetase,2,2,1.0,1,11597,,,,1434,1434,1434.0,,,,,,,,,,,,,,FNPKGJ_09560,,OGPOLJ_08920,
group_10150,,hypothetical protein,2,2,1.0,1,11562,,,,444,444,444.0,,,,,,,,,,,,,12_refound_53033,,,,MOKLEP_18500
group_10139,,EpsG family protein,2,2,1.0,1,11551,,,,960,960,960.0,,,,,,,,,,,KAGCPN_09390,NDMAAC_09385,,,,,
group_10137,,DUF4124 domain-containing protein,2,2,1.0,1,11549,,,,444,444,444.0,,,,,,,,,,,KAGCPN_20525,NDMAAC_20535,,,,,
group_10125,,nuclear transport factor 2 family protein,2,2,1.0,1,11537,,,,444,444,444.0,,,,,NDFCFG_09830,,,,,,,,,,,,16_refound_67368
group_10119,,Cytochrome c domain-containing protein,2,2,1.0,1,11529,,,,444,444,444.0,AEKEPN_11645,HMDFDK_26440,,,,,,,,,,,,,,,
group_10112,,hypothetical protein,2,2,1.0,1,11521,,,,447,447,447.0,,,,,,,,,,,,,,FNPKGJ_11445,,OGPOLJ_11715,
group_10111,,hypothetical protein,2,2,1.0,1,11520,,,,447,447,447.0,,,,,,,,,,,,,,FNPKGJ_08295,,OGPOLJ_12400,
group_10106,,DNA-binding transcriptional regulator MarR family,2,2,1.0,1,11515,,,,447,447,447.0,,,,,,,,,,KLDNLM_01250,,,,,,15_refound_64321,
group_10104,,hypothetical protein,2,2,1.0,1,11513,,,,447,447,447.0,,,,,,,,,GGGPIC_00350,KLDNLM_01810,,,,,,,
group_10102,,hypothetical protein,2,2,1.0,1,11511,,,,447,447,447.0,,,,,,,,CJMOAC_14380,,,,,,,14_refound_59673,,
group_10098,,DUF1737 domain-containing protein,2,2,1.0,1,11507,,,,447,447,447.0,,1_refound_4998,,,NDFCFG_12195,,,,,,,,,,,,
group_10091,,GNAT family N-acetyltransferase,2,2,1.0,1,11500,,,,447,447,447.0,,HMDFDK_00250,,,,,,CJMOAC_30225,,,,,,,,,
group_10083,,hypothetical protein,2,2,1.0,1,11490,,,,450,450,450.0,,,,,,,,,,,,,,FNPKGJ_00805,,OGPOLJ_00790,
group_10082,,type III secretion chaperone SrcB,2,2,1.0,1,11489,,,,450,450,450.0,,,,,,,,,,,KAGCPN_28220,NDMAAC_28220,,,,,
group_10081,,Membrane protein,2,2,1.0,1,11488,,,,450,450,450.0,,,,,,,,,,,KAGCPN_19545,NDMAAC_19555,,,,,
group_10074,,TPR-MalT domain-containing protein,2,2,1.0,1,11481,,,,450,450,450.0,,,,,,,,,8_refound_34853,KLDNLM_01805,,,,,,,
group_10063,,PaaI family thioesterase,2,2,1.0,1,11470,,,,450,450,450.0,,,,,,,,CJMOAC_17160,,,,,,,,,16_refound_67643
group_10043,,IS4 family transposase,2,2,1.0,1,11450,,,,453,453,453.0,,,,,,,,,,,KAGCPN_19675,NDMAAC_19685,,,,,
