Gene,Non-unique Gene name,Annotation,P5_109,P5_152,P8_139,P8_229,P8_241,P8_250,P8_72,P9_191,P9_2,P9_31,P9_32,P9_35,P9_87,PS92,pcl1606,sbw25,xl272
group_3951,wecB,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),AEKEPN_09975,,DGIGOC_26790,OELDID_04740,4_refound_20184,NFOGGK_20945,,7_refound_32571_stop,,,KAGCPN_19000,NDMAAC_19010,12_refound_53544_stop,13_refound_57637_stop,,15_refound_65963,16_refound_68913
group_3884,,Radical SAM protein,0_refound_1100_stop,1_refound_5260_stop,2_refound_9369,3_refound_13436,4_refound_17681_stop,5_refound_21717,DILMCD_19395,,8_refound_34440_stop,,,,CELEIN_13485,13_refound_55353,14_refound_59436,15_refound_63668,
group_3749,,TRAP transporter permease DctQ,AEKEPN_14190,,,,NDFCFG_12680,,DILMCD_15545,7_refound_32546,GGGPIC_17790,,KAGCPN_17465,NDMAAC_17460,CELEIN_17505,FNPKGJ_18740,14_refound_61740,OGPOLJ_19705,16_refound_68862_stop
group_3717,,hypothetical protein,0_refound_1127_stop,1_refound_5277_stop,2_refound_9408,3_refound_13476,,5_refound_21756,DILMCD_21010,,,KLDNLM_18005,KAGCPN_12125,NDMAAC_12120,CELEIN_18000,,14_refound_59459_stop,OGPOLJ_10075,
group_3706,ridA,enamine deaminase RidA,AEKEPN_12915,HMDFDK_02375,DGIGOC_06535,OELDID_24995,NDFCFG_17920,NFOGGK_12540,DILMCD_20875,CJMOAC_24795,,,,,CELEIN_12045,FNPKGJ_21490,OFJEOJ_13825,OGPOLJ_21370,
group_3689,,Cysteine desulfurase,0_refound_466,1_refound_4664,DGIGOC_03980,OELDID_27550,,NFOGGK_15080,,7_refound_29796,,,10_refound_42182_stop,11_refound_46412_stop,CELEIN_12240,13_refound_54865_stop,,15_refound_63172_stop,16_refound_67222_stop
group_3651,,HTH-type transcriptional activator RhaS,AEKEPN_12315,HMDFDK_01510,,,NDFCFG_18880,,DILMCD_20095,CJMOAC_12225,8_refound_36672,KLDNLM_18770,,,12_refound_53501_stop,13_refound_57594_stop,OFJEOJ_10845,15_refound_65919,MOKLEP_16800
group_3630,,DUF4440 domain-containing protein;SnoaL-like domain-containing protein,AEKEPN_18580,1_refound_7751,2_refound_11976_stop,3_refound_16052_stop,,5_refound_24322_stop,6_refound_28517,CJMOAC_16840,,9_refound_40793,10_refound_44961_stop,11_refound_49201_stop,,,OFJEOJ_22835,,16_refound_68826
group_3566,,Alanine--tRNA ligase;alanyl-tRNA editing protein,,,DGIGOC_08765,OELDID_22765,4_refound_20109,NFOGGK_10310,6_refound_28506,7_refound_32515_stop,GGGPIC_20745,9_refound_40783,,,12_refound_53485_stop,FNPKGJ_23310,14_refound_61703,OGPOLJ_23085,
group_3560,,sugar ABC transporter substrate-binding protein,0_refound_1990_stop,,2_refound_10344_stop,3_refound_14422_stop,4_refound_18496_stop,5_refound_22703_stop,6_refound_26813_stop,,,KLDNLM_18645,KAGCPN_12270,NDMAAC_12265,12_refound_51926,13_refound_56141_stop,,15_refound_64452_stop,
group_3536,,MFS domain-containing protein,0_refound_1938,,2_refound_10286,3_refound_14362,4_refound_18455,5_refound_22644,6_refound_26748,7_refound_30778_stop,,KLDNLM_13585,10_refound_43462,11_refound_47693,12_refound_51865,,OFJEOJ_19035,,
group_3504,,DUF3649 domain-containing protein,,HMDFDK_10965,DGIGOC_13130,OELDID_18400,,NFOGGK_05945,DILMCD_23200,CJMOAC_19715,GGGPIC_06135,,10_refound_44939,11_refound_49179,CELEIN_04880,FNPKGJ_05625,,OGPOLJ_05290,
group_3469,,multidrug transporter EmrA,0_refound_3569,,DGIGOC_01110,OELDID_01750,,NFOGGK_17955,DILMCD_15575,CJMOAC_13655,GGGPIC_17805,9_refound_40768,,,CELEIN_17475,FNPKGJ_18755,OFJEOJ_18185,OGPOLJ_19720,
group_3387,,AraC family transcriptional regulator,AEKEPN_13455,1_refound_7704_stop,DGIGOC_02365,OELDID_00495,NDFCFG_08405,NFOGGK_16695,DILMCD_19730,,,,10_refound_44923_stop,11_refound_49163_stop,CELEIN_13190,,14_refound_61676_stop,,16_refound_68743
group_3350,,dicarboxylate/amino acid:cation symporter,,1_refound_7175_stop,2_refound_11477_stop,3_refound_15552_stop,,5_refound_23824_stop,6_refound_27995,7_refound_31988_stop,8_refound_36064,,,,12_refound_52970_stop,13_refound_57065_stop,14_refound_61176,15_refound_65385_stop,MOKLEP_16120
group_3273,,Phage infection protein,0_refound_3541_stop,1_refound_7681,2_refound_11943_stop,3_refound_16019_stop,4_refound_20055,5_refound_24289,DILMCD_20045,,,9_refound_40743,10_refound_44903_stop,11_refound_49143_stop,CELEIN_12865,,14_refound_61664,,
group_3194,,efflux RND transporter periplasmic adaptor subunit;Secretion protein HlyD,,HMDFDK_03090,DGIGOC_07340,OELDID_24190,,NFOGGK_11735,DILMCD_14815,CJMOAC_05840,GGGPIC_04380,KLDNLM_19680,,,CELEIN_18280,FNPKGJ_03795,OFJEOJ_05200,OGPOLJ_03565,
group_3189,,aminobenzoate oxygenase,,,DGIGOC_17280,OELDID_14250,,NFOGGK_01795,DILMCD_02985,,GGGPIC_01515,KLDNLM_00405,KAGCPN_02005,NDMAAC_02005,CELEIN_00650,FNPKGJ_00630,OFJEOJ_29560,OGPOLJ_00625,
group_3162,,helix-turn-helix transcriptional regulator,,,DGIGOC_01935,OELDID_00925,,NFOGGK_17130,DILMCD_16260,CJMOAC_28030,GGGPIC_18085,9_refound_40728,,,CELEIN_16835,FNPKGJ_19020,14_refound_61642_stop,OGPOLJ_19980,16_refound_68689_stop
group_3133,,LuxR C-terminal-related transcriptional regulator;Regulatory proteins luxR,0_refound_3520,1_refound_7657_stop,DGIGOC_05960,OELDID_25570,4_refound_20034_stop,NFOGGK_13110,,7_refound_32447_stop,8_refound_36572_stop,,,,12_refound_53436,13_refound_57513_stop,14_refound_61634,15_refound_65838_stop,
group_3067,,Phage-base-V domain-containing protein,0_refound_3499_stop,1_refound_7635_stop,2_refound_11905_stop,3_refound_15981_stop,4_refound_20013_stop,5_refound_24250_stop,6_refound_28436_stop,7_refound_32423_stop,,,10_refound_44859_stop,11_refound_49099_stop,CELEIN_11330,,OFJEOJ_17385,,
group_3061,,two-component sensor histidine kinase,AEKEPN_25575,,DGIGOC_24445,OELDID_07085,,NFOGGK_23285,DILMCD_09985,,8_refound_33546,KLDNLM_15910,KAGCPN_22685,NDMAAC_22690,CELEIN_23120,,OFJEOJ_07055,,MOKLEP_13735
group_3056,,cystathionine gamma-synthase family protein,AEKEPN_11535,HMDFDK_26590,2_refound_8468_stop,3_refound_12539_stop,4_refound_16630_stop,5_refound_20816_stop,,CJMOAC_12455,8_refound_33217_stop,,KAGCPN_26120,NDMAAC_26125,,13_refound_54124_stop,,15_refound_62427,
dctQ,dctQ,Tripartite ATP-independent periplasmic transporter DctM component,,1_refound_5217,2_refound_9316,3_refound_13386,,5_refound_21669,DILMCD_15540,,GGGPIC_17795,9_refound_38504_stop,KAGCPN_17470,NDMAAC_17465,CELEIN_17510,FNPKGJ_18745,,OGPOLJ_19710,
group_3029,,Nucleoid-structuring protein H-NS,,1_refound_7625,2_refound_11894,3_refound_15971,,5_refound_24240,6_refound_28423,7_refound_32410,,,KAGCPN_15825,NDMAAC_15820,12_refound_53402,13_refound_57495,14_refound_61606,15_refound_65821,
group_3024,,Nucleoid-structuring protein H-NS,0_refound_3487_stop,1_refound_7623,2_refound_11893,3_refound_15970,,5_refound_24239,6_refound_28421,,,9_refound_40685,KAGCPN_10855,NDMAAC_10850,12_refound_53400_stop,13_refound_57493,,15_refound_65819,
group_3018,,Nucleoid-structuring protein H-NS,,,2_refound_11887,3_refound_15964,4_refound_20001,5_refound_24232,6_refound_28416,7_refound_32406,8_refound_36538_stop,9_refound_40681,KAGCPN_03505,NDMAAC_03500,12_refound_53395_stop,,14_refound_61603,,
group_3017,,Nucleoid-structuring protein H-NS,0_refound_3485,1_refound_7619,2_refound_11886,,4_refound_20000,,6_refound_28415_stop,7_refound_32405,8_refound_36537,9_refound_40680_stop,KAGCPN_02030,NDMAAC_02030,,,14_refound_61602,,16_refound_68663
group_3007,,hypothetical protein,,1_refound_7617,2_refound_11882_stop,3_refound_15960_stop,4_refound_19996,5_refound_24228_stop,6_refound_28410,7_refound_32399,8_refound_36532_stop,9_refound_40675_stop,KAGCPN_07615,NDMAAC_06795,,,14_refound_61597,,
group_2998,,glyoxalase,,1_refound_7613_stop,2_refound_11878,3_refound_15957,4_refound_19992,5_refound_24225,6_refound_28406_stop,,,KLDNLM_13105,KAGCPN_13370,NDMAAC_13365,12_refound_53392,13_refound_57482,,15_refound_65810,
group_2994,,FAD-dependent oxidoreductase,AEKEPN_13645,1_refound_4264_stop,,,NDFCFG_17465,,DILMCD_15800,,8_refound_33253,9_refound_37426_stop,10_refound_41537,11_refound_45765,CELEIN_17235,13_refound_54177,,15_refound_62480_stop,16_refound_66685
group_2991,,DNA cytosine methyltransferase,0_refound_578_stop,,DGIGOC_10935,OELDID_20595,,NFOGGK_08140,6_refound_25646_stop,7_refound_29885_stop,8_refound_34043_stop,9_refound_38146,10_refound_42275,11_refound_46505,,,14_refound_59013_stop,15_refound_63260_stop,
group_2974,,Triacylglycerol lipase,,,2_refound_11868_stop,3_refound_15947_stop,,5_refound_24215_stop,6_refound_28396,7_refound_32385,8_refound_36523,,10_refound_44847_stop,11_refound_49087_stop,12_refound_53382_stop,13_refound_57479_stop,OFJEOJ_14135,15_refound_65807,
group_2972,,GAF domain-containing protein,,,2_refound_11867_stop,3_refound_15946,,5_refound_24214,6_refound_28395_stop,,GGGPIC_13080,9_refound_40665_stop,10_refound_44846_stop,11_refound_49086_stop,12_refound_53381,FNPKGJ_16140,14_refound_61586,OGPOLJ_17135,
group_2906,,Putative lipoprotein,,1_refound_7578_stop,2_refound_11834_stop,3_refound_15913,4_refound_19955_stop,5_refound_24181,6_refound_28363,CJMOAC_13745,GGGPIC_17710,,,,12_refound_53351,FNPKGJ_18655,OFJEOJ_18100,OGPOLJ_19620,
group_2848,,hypothetical protein,0_refound_3413_stop,1_refound_7557,2_refound_11811_stop,3_refound_15888_stop,4_refound_19933_stop,5_refound_24156_stop,DILMCD_09635,,8_refound_36492_stop,KLDNLM_24100,10_refound_44805,11_refound_49045,CELEIN_23685,,,,
group_2803,,FAD-dependent oxidoreductase,AEKEPN_22425,HMDFDK_23750,2_refound_8706_stop,3_refound_12773_stop,NDFCFG_08265,5_refound_21053_stop,6_refound_25129_stop,CJMOAC_10840,,,10_refound_41763_stop,11_refound_45992,12_refound_50164_stop,,OFJEOJ_10235,,
group_2794,,hypothetical protein,,1_refound_7536_stop,DGIGOC_27335,OELDID_04195,4_refound_19916_stop,NFOGGK_20400,6_refound_28335,,,9_refound_40601,10_refound_44783_stop,11_refound_49023_stop,12_refound_53319_stop,13_refound_57446,,15_refound_65773,
group_2724,,hypothetical protein,,1_refound_7507,DGIGOC_07310,OELDID_24220,4_refound_19890_stop,NFOGGK_11765,DILMCD_14845,7_refound_32320_stop,8_refound_36451_stop,KLDNLM_19650,10_refound_44763_stop,11_refound_49001_stop,CELEIN_05190,,,,
group_2717,,EamA family transporter,0_refound_3359,1_refound_7503,,,4_refound_19885,NFOGGK_12100,DILMCD_15200,7_refound_32317_stop,GGGPIC_13000,9_refound_40584_stop,,,CELEIN_17860,FNPKGJ_16245,14_refound_61508,OGPOLJ_17235,
group_2662,,Transposase,,1_refound_7480,,,4_refound_19858,,6_refound_28303_stop,7_refound_32293,,9_refound_40565_stop,KAGCPN_16745,NDMAAC_16740,12_refound_53288,FNPKGJ_23060,14_refound_61486,15_refound_65722_stop,16_refound_68583
group_2656,potE,putrescine-ornithine antiporter,AEKEPN_15575,HMDFDK_04675,2_refound_8560_stop,3_refound_12626_stop,4_refound_16709,5_refound_20906_stop,6_refound_24989,,,9_refound_37487_stop,10_refound_41605,11_refound_45834,12_refound_50017_stop,,14_refound_58364_stop,,
group_2623,,amidase,0_refound_3310_stop,HMDFDK_23955,2_refound_11764,3_refound_15840,4_refound_19836_stop,5_refound_24109,6_refound_28294,CJMOAC_24750,,,10_refound_44735,11_refound_48972,12_refound_53279,,14_refound_61464_stop,,
group_2605,,outer membrane porin OprD family,,1_refound_7457_stop,2_refound_11763_stop,3_refound_15839_stop,,5_refound_24108_stop,6_refound_28288_stop,7_refound_32272_stop,GGGPIC_04400,9_refound_40546_stop,,,12_refound_53272_stop,FNPKGJ_03815,14_refound_61458,OGPOLJ_03585,
group_2491,,DUF2599 domain-containing protein,0_refound_3939,1_refound_8204_stop,DGIGOC_02925,OELDID_28605,,NFOGGK_16135,DILMCD_19160,,8_refound_37085_stop,9_refound_41197_stop,,,12_refound_53804,13_refound_57962,14_refound_62094_stop,15_refound_66285,
group_2480,,LysR family transcriptional regulator,0_refound_3254_stop,1_refound_7445_stop,DGIGOC_06550,OELDID_24980,4_refound_19796_stop,NFOGGK_12525,DILMCD_20890,7_refound_32249_stop,8_refound_36366_stop,,,,CELEIN_12030,13_refound_57341_stop,,15_refound_65662_stop,
group_2463,,HTH lysR-type domain-containing protein,,1_refound_6647_stop,2_refound_10915_stop,3_refound_14991_stop,,5_refound_23270_stop,6_refound_27442_stop,7_refound_31421,8_refound_35544_stop,9_refound_39710_stop,,,12_refound_52404_stop,13_refound_56495,OFJEOJ_05230,15_refound_64886,
group_2434,,hypothetical protein,0_refound_2521_stop,1_refound_6628_stop,2_refound_10896,3_refound_14972,,5_refound_23252,6_refound_27422_stop,,8_refound_35525_stop,9_refound_39691_stop,10_refound_43845_stop,11_refound_48081_stop,12_refound_52382_stop,,OFJEOJ_00920,,
group_2433,,outer membrane porin OprD family,,HMDFDK_04200,DGIGOC_24860,OELDID_24225,,NFOGGK_22865,DILMCD_14860,,8_refound_36352_stop,KLDNLM_23325,,,CELEIN_22725,13_refound_57330_stop,OFJEOJ_07405,15_refound_65651_stop,16_refound_68514_stop
group_2406,araH,L-arabinose ABC transporter permease AraH,0_refound_3238,,2_refound_11715,3_refound_15791_stop,4_refound_19781_stop,5_refound_24062_stop,6_refound_28244,,GGGPIC_20995,9_refound_40490_stop,10_refound_44677_stop,11_refound_48914_stop,12_refound_53231,FNPKGJ_23615,,,
group_2330,,Amidohydrolase,AEKEPN_20650,HMDFDK_26040,DGIGOC_05620,OELDID_25910,NDFCFG_10790,NFOGGK_13450,DILMCD_20125,CJMOAC_24890,,,10_refound_44667,11_refound_48905,CELEIN_12825,,OFJEOJ_12165,,
group_2262,,FAD-dependent oxidoreductase,AEKEPN_16340,HMDFDK_01875,DGIGOC_04475,OELDID_27055,NDFCFG_15530,NFOGGK_14585,DILMCD_17560,CJMOAC_26350,,,,,CELEIN_15515,FNPKGJ_14830,OFJEOJ_14005,OGPOLJ_15735,
group_2225,,VWFA domain-containing protein,,,2_refound_10895_stop,3_refound_14971_stop,,5_refound_23251_stop,6_refound_27421_stop,7_refound_31398_stop,,9_refound_39688_stop,10_refound_43842_stop,11_refound_48078_stop,12_refound_52381_stop,13_refound_56470_stop,OFJEOJ_00870,15_refound_64866_stop,
group_2206,,3-hydroxyacyl-CoA dehydrogenase,,,DGIGOC_24410,OELDID_07120,,NFOGGK_23320,DILMCD_09945,CJMOAC_07625,,,KAGCPN_22725,NDMAAC_22730,CELEIN_23155,FNPKGJ_14260,OFJEOJ_07020,OGPOLJ_15130,MOKLEP_06380
group_2188,,hypothetical protein,AEKEPN_16205,,2_refound_11675_stop,3_refound_15751_stop,NDFCFG_13770,5_refound_24021_stop,6_refound_28198_stop,7_refound_32197,,9_refound_40445,10_refound_44635_stop,11_refound_48873_stop,12_refound_53189_stop,,14_refound_61388_stop,,
group_2186,,CBM-cenC domain-containing protein,,1_refound_4694,DGIGOC_05180,OELDID_26350,,NFOGGK_13890,6_refound_25591_stop,7_refound_29818_stop,,9_refound_38080,10_refound_42208_stop,11_refound_46438_stop,12_refound_50615_stop,13_refound_54883_stop,,,16_refound_67235_stop
group_2136,,arylsulfatase,AEKEPN_14780,1_refound_7367,DGIGOC_02990,OELDID_28540,4_refound_19728_stop,NFOGGK_16070,6_refound_28186,,,9_refound_40433_stop,10_refound_44622_stop,11_refound_48861_stop,12_refound_53177_stop,13_refound_57269_stop,,,
group_2080,,ABC transporter substrate-binding protein,AEKEPN_13385,1_refound_7352_stop,2_refound_11657_stop,3_refound_15733_stop,4_refound_19717,5_refound_24003_stop,6_refound_28176_stop,CJMOAC_25145,,9_refound_40424_stop,,,12_refound_53167,,14_refound_61369_stop,15_refound_65578_stop,
group_2066,,spermidine/putrescine ABC transporter substrate-binding protein,AEKEPN_12930,HMDFDK_02360,2_refound_11654_stop,3_refound_15730_stop,NDFCFG_17905,5_refound_24000_stop,6_refound_28172,7_refound_32171_stop,,,,,12_refound_53164_stop,13_refound_57251_stop,OFJEOJ_13855,15_refound_65572_stop,
pncA,pncA,hydrolase,,HMDFDK_03590,DGIGOC_01970,OELDID_00890,,NFOGGK_17095,DILMCD_16315,7_refound_32158_stop,GGGPIC_13535,9_refound_40404,10_refound_44581,11_refound_48820,CELEIN_16720,,14_refound_61353,,
group_1984,,FAD-binding oxidoreductase,0_refound_2139_stop,,2_refound_10480_stop,3_refound_14558_stop,4_refound_18629,5_refound_22836_stop,,7_refound_30979_stop,8_refound_35106_stop,,KAGCPN_13785,NDMAAC_13780,,13_refound_56256,,15_refound_64574_stop,16_refound_67974
group_1981,,chitinase,0_refound_1536,1_refound_5680_stop,2_refound_9840_stop,3_refound_13910_stop,4_refound_18081_stop,5_refound_22194_stop,6_refound_26280_stop,CJMOAC_28895,,,10_refound_43068,11_refound_47298,12_refound_51409_stop,,OFJEOJ_19700,,
group_1977,gabP,GABA permease,0_refound_446_stop,1_refound_4644_stop,,,4_refound_17309_stop,,DILMCD_01995,7_refound_29783,,9_refound_38042_stop,10_refound_42167_stop,11_refound_46397_stop,,13_refound_54849,14_refound_58910_stop,15_refound_63156,16_refound_67215_stop
group_1916,,FAD-dependent oxidoreductase,AEKEPN_10375,HMDFDK_05675,2_refound_11618_stop,3_refound_15694_stop,4_refound_19684_stop,5_refound_23966_stop,6_refound_28134_stop,7_refound_32130_stop,,,10_refound_44555_stop,11_refound_48794_stop,12_refound_53131_stop,,14_refound_61319,,
group_1875,,Long-chain fatty acid transport protein,,1_refound_7304,DGIGOC_02595,OELDID_00265,,NFOGGK_16465,6_refound_28124_stop,,,9_refound_40377_stop,KAGCPN_15855,NDMAAC_15850,CELEIN_14965,13_refound_57204_stop,14_refound_61311_stop,15_refound_65531_stop,
group_1739,,helix-turn-helix transcriptional regulator,AEKEPN_05550,,,,4_refound_19647_stop,,6_refound_28100_stop,CJMOAC_07340,8_refound_36184,9_refound_40342,10_refound_44513_stop,11_refound_48752,,13_refound_57162_stop,14_refound_61282,15_refound_65486,16_refound_68328
group_1734,,Response regulator PleD,0_refound_444_stop,1_refound_4642_stop,DGIGOC_02735,OELDID_00125,,NFOGGK_16325,,7_refound_29781_stop,,KLDNLM_12070,10_refound_42165_stop,11_refound_46395_stop,12_refound_50575_stop,FNPKGJ_19560,,OGPOLJ_20525,
group_1731,,Pilus assembly protein PapC,AEKEPN_05480,HMDFDK_20915,DGIGOC_24035,OELDID_07495,NDFCFG_24690,NFOGGK_23695,DILMCD_09630,,GGGPIC_06335,KLDNLM_24105,KAGCPN_23490,NDMAAC_23495,CELEIN_23690,,,,
group_1719,,acetolactate synthase large subunit,0_refound_2117_stop,1_refound_6242_stop,2_refound_10464_stop,3_refound_14542_stop,4_refound_18613_stop,5_refound_22820_stop,6_refound_26948_stop,7_refound_30955_stop,,,KAGCPN_12745,NDMAAC_12740,,FNPKGJ_14515,,OGPOLJ_15420,
group_1718,,phenylacyl-CoA dehydrogenase,AEKEPN_05000,HMDFDK_02215,,,NDFCFG_11820,,,7_refound_32087,8_refound_36179_stop,9_refound_40338_stop,10_refound_44510_stop,11_refound_48749_stop,,13_refound_57160_stop,14_refound_61276,15_refound_65484_stop,MOKLEP_11660
group_1676,,ABC transporter substrate-binding protein,AEKEPN_16070,HMDFDK_11475,,OELDID_17850,,NFOGGK_05395,DILMCD_22645,,GGGPIC_05090,KLDNLM_05820,10_refound_44504,11_refound_48743,12_refound_53086,FNPKGJ_04540,,OGPOLJ_04215,
group_1558,,RimK family alpha-L-glutamate ligase,,1_refound_4687,DGIGOC_04860,OELDID_26670,,NFOGGK_14200,DILMCD_18570,CJMOAC_16560,GGGPIC_15205,KLDNLM_14995,,,CELEIN_14265,FNPKGJ_13215,OFJEOJ_15540,OGPOLJ_13645,
group_1551,,EmrB/QacA family drug resistance transporter,0_refound_1276_stop,,2_refound_9568,3_refound_13637,4_refound_17857_stop,5_refound_21918,6_refound_26009,CJMOAC_10870,8_refound_34575_stop,9_refound_38708_stop,,,12_refound_51144,13_refound_55507,,15_refound_63821,
group_1501,,Diguanylate cyclase/phosphodiesterase,AEKEPN_07600,HMDFDK_08300,2_refound_11542_stop,3_refound_15618_stop,NDFCFG_21825,5_refound_23891_stop,,,,KLDNLM_09230,10_refound_44461_stop,11_refound_48700_stop,12_refound_53046_stop,,OFJEOJ_22650,,16_refound_68268_stop
group_1444,,Phage-related tail fibre protein;hypothetical protein,,,DGIGOC_12005,OELDID_19525,,NFOGGK_07070,DILMCD_24310,,8_refound_37019_stop,9_refound_41121_stop,10_refound_45341_stop,11_refound_49581_stop,CELEIN_06045,13_refound_57895_stop,14_refound_62039_stop,15_refound_66220_stop,
group_1313,,bifunctional metallophosphatase/5'-nucleotidase,0_refound_1420,1_refound_5561,2_refound_9723_stop,3_refound_13793_stop,,5_refound_22074_stop,6_refound_26170_stop,CJMOAC_19670,8_refound_34708_stop,,,,12_refound_51301_stop,13_refound_55653_stop,14_refound_59743,15_refound_63966_stop,
leuA,leuA,2-isopropylmalate synthase,0_refound_1277_stop,1_refound_5417_stop,,,4_refound_17858_stop,,6_refound_26010_stop,CJMOAC_10880,8_refound_34576_stop,,KAGCPN_05005,NDMAAC_05000,12_refound_51145_stop,13_refound_55508_stop,14_refound_59596_stop,15_refound_63822_stop,
group_1270,,thiol:disulfide interchange protein,0_refound_2480,,2_refound_10848_stop,3_refound_14923_stop,4_refound_18948,5_refound_23203_stop,6_refound_27372_stop,7_refound_31351_stop,,9_refound_39641,,,12_refound_52337_stop,FNPKGJ_22020,,OGPOLJ_21890,16_refound_68144
group_1225,sulP,SulP family inorganic anion transporter,0_refound_2637,1_refound_6741_stop,2_refound_11019_stop,3_refound_15097_stop,4_refound_19077,5_refound_23373_stop,6_refound_27539_stop,,,,10_refound_43946,11_refound_48183,12_refound_52499,,OFJEOJ_17255,,16_refound_68210
group_1047,,acyl-CoA synthetase,0_refound_1476,1_refound_5619_stop,2_refound_9781_stop,3_refound_13850_stop,4_refound_18035_stop,5_refound_22131_stop,6_refound_26227_stop,CJMOAC_24785,,,,,12_refound_51354_stop,13_refound_55702_stop,14_refound_59786,15_refound_64013_stop,
group_950,,phage tail tape measure protein,,,2_refound_10607_stop,3_refound_14683_stop,,5_refound_22960_stop,6_refound_27093_stop,,8_refound_35235_stop,9_refound_39436_stop,10_refound_43571_stop,11_refound_47804_stop,CELEIN_06075,13_refound_56395_stop,14_refound_60519_stop,15_refound_64710_stop,
